"","CountryName","PopTotal","BaseHC2030","RegionCode","PlusOneHC2030","MinusOneHC2030","r.base","r.minusone","r.plusone","pop2030","basepoorpop","plusonepop","minusonepop"
"155","Qatar",3376.209,0.00325149034615385,"OHI",0.00309096330769231,0.00372859323076923,0.00325149034615385,0.00372859323076923,0.00309096330769231,3.376209,0.000109777109700977,0.000104357381381005,0.000125885100230622
"156","Korea, Republic of",52175.891,0.002492806,"OHI",0.002492806,0.002492806,0.00325149034615385,0.00372859323076923,0.00309096330769231,52.175891,0.00130064374140146,0.00130064374140146,0.00130064374140146
"157","Moldova",3969.815,0,"ECA",0,0,0.00379382341086667,0.00470116531666667,0.00317993536735833,3.969815,0,0,0
"158","Réunion",974.441,NA,NA,NA,NA,NA,NA,NA,0.974441,NA,NA,NA
"159","Romania",18639.385,0.01968005,"ECA",0.01490079,0.02328538,0.00379382341086667,0.00470116531666667,0.00317993536735833,18.639385,0.0036682402876925,0.0027774156161415,0.004340251626913
"160","Russian Federation",146076.177,1.983926e-06,"ECA",2.222075e-08,0.0002149947,0.00379382341086667,0.00470116531666667,0.00317993536735833,146.076177,2.89804325530902e-06,3.24592221007275e-08,0.000314056038512619
"161","Rwanda",16600.958,0.04777875,"SSA",0.03138614,0.07154797,0.164199427244091,0.192166619886364,0.140084737409091,16.600958,0.007931730220425,0.0052103999192212,0.0118776484495526
"162","St. Lucia",193.324,0.175472,"LAC",0.1433002,0.214478,0.04353689255,0.0517243145458333,0.0361679764583333,0.193324,0.00033922948928,0.000277033678648,0.00041463744872
"163","Saint-Barthélemy",10.448,NA,NA,NA,NA,NA,NA,NA,0.010448,NA,NA,NA
"164","Saint-Martin (French part)",44.083,NA,NA,NA,NA,NA,NA,NA,0.044083,NA,NA,NA
"165","Samoa",224.742,0.0007605971,"EAP",0,0.001524978,0.024508501570421,0.0326373675705263,0.0185460750283158,0.224742,1.709381134482e-06,0,3.42726605676e-06
"166","San Marino",35.007,0.00325149034615385,"OHI",0.00309096330769231,0.00372859323076923,0.00325149034615385,0.00372859323076923,0.00309096330769231,0.035007,1.13824922547808e-06,1.08205352512385e-06,1.30526863229538e-06
"167","Sao Tome and Principe",274.122,0.02176159,"SSA",0.01293919,0.03369759,0.164199427244091,0.192166619886364,0.140084737409091,0.274122,5.96533057398e-05,3.54691664118e-05,9.23725076598e-05
"168","Saudi Arabia",40151.577,0.00325149034615385,"OHI",0.00309096330769231,0.00372859323076923,0.00325149034615385,0.00372859323076923,0.00309096330769231,40.151577,0.00130552464998353,0.00124107051252982,0.0014970889820691
"169","Senegal",22006.817,0.03940459,"SSA",0.03298357,0.04966863,0.164199427244091,0.192166619886364,0.140084737409091,22.006817,0.0086716960109003,0.0072586338899669,0.0109304845105071
"170","Serbia",8421.149,0.0002766665,"ECA",0.0002766665,0.0002766665,0.00379382341086667,0.00470116531666667,0.00317993536735833,8.421149,2.3298498198085e-05,2.3298498198085e-05,2.3298498198085e-05
"171","Seychelles",104.584,0.003793199,"SSA",0.003793199,0.006514682,0.164199427244091,0.192166619886364,0.140084737409091,0.104584,3.96707924216e-06,3.96707924216e-06,6.81331502288e-06
"172","Sierra Leone",9866.67,0.05071369,"SSA",0.03152805,0.07673448,0.164199427244091,0.192166619886364,0.140084737409091,9.86667,0.005003752437123,0.003110768650935,0.007571137917816
"173","Singapore",6387.41,0.00325149034615385,"OHI",0.00309096330769231,0.00372859323076923,0.00325149034615385,0.00372859323076923,0.00309096330769231,6.38741,0.000207686019519265,0.000197432499411869,0.000238160536881477
"174","Slovak Republic",5508.218,0.002007613,"ECA",0.002007613,0.004533426,0.00379382341086667,0.00470116531666667,0.00317993536735833,5.508218,0.00011058370063634,0.00011058370063634,0.00024971098694868
"175","Slovenia",2090.958,0,"ECA",0,0,0.00379382341086667,0.00470116531666667,0.00317993536735833,2.090958,0,0,0
"176","Small Island Developing States (SIDS)",80216.687,NA,NA,NA,NA,NA,NA,NA,80.216687,NA,NA,NA
"177","Solomon Islands",882.911,0.08757685,"EAP",0.06311054,0.1156966,0.024508501570421,0.0326373675705263,0.0185460750283158,0.882911,0.0007732256421035,0.0005572098998194,0.001021498008026
"178","Somalia",21604.281,0.164199427244091,"SSA",0.140084737409091,0.192166619886364,0.164199427244091,0.192166619886364,0.140084737409091,21.604281,0.035474105662204,0.0302643003079721,0.0415162165484519
"179","South Africa",67569.926,0.1228659,"SSA",0.09777774,0.1538846,0.164199427244091,0.192166619886364,0.140084737409091,67.569926,0.083020397709234,0.0660683465624724,0.103979710345396
"180","South Sudan",14133.999,0.891131,"SSA",0.8607541,0.9171237,0.164199427244091,0.192166619886364,0.140084737409091,14.133999,0.12595244662869,0.121658975886459,0.129626254586763
"181","Spain",47045.101,0.007329204,"OHI",0.007329204,0.007329204,0.00325149034615385,0.00372859323076923,0.00309096330769231,47.045101,0.00344803142429604,0.00344803142429604,0.00344803142429604
"182","Sri Lanka",22497.439,8.48552e-05,"SAS",7.005575e-05,0.0002598371,0.00122419084428571,0.00232403782857143,0.000685146312857143,22.497439,1.9090246858328e-05,1.57607496222425e-05,5.8456693071869e-05
"183","West Bank and Gaza",6491.197,0.01737361157,"MNA",0.01247108618,0.02353631832,0.01737361157,0.02353631832,0.01247108618,6.491197,0.00112775535302349,0.000809522771983575,0.00152778878869829
"184","Sudan",56412.868,0.02185556,"SSA",0.01372607,0.03138999,0.164199427244091,0.192166619886364,0.140084737409091,56.412868,0.0123293482134608,0.0077432697506876,0.0177079936239132
"185","Suriname",647.012,0.1685515,"LAC",0.1591997,0.1712701,0.04353689255,0.0517243145458333,0.0361679764583333,0.647012,0.00109054843118,0.001030041162964,0.001108138099412
"186","Sweden",10838.074,0.002494396,"OHI",0.002494396,0.004970177,0.00325149034615385,0.00372859323076923,0.00309096330769231,10.838074,0.00027034448433304,0.00027034448433304,0.00053867146119098
"187","Switzerland",9366.727,0,"OHI",0,0,0.00325149034615385,0.00372859323076923,0.00309096330769231,9.366727,0,0,0
"188","Syrian Arab Republic",27241.893,0.01737361157,"MNA",0.01247108618,0.02353631832,0.01737361157,0.02353631832,0.01247108618,27.241893,0.00473290067413502,0.00339735995309339,0.0064117386528738
"189","Tajikistan",11818.496,0.005441974,"ECA",0.003363272,0.00828078,0.00379382341086667,0.00470116531666667,0.00317993536735833,11.818496,0.00064315947951104,0.00039748816678912,0.0009786636530688
"190","Thailand",71787.655,0.0002060129,"EAP",0.0002060129,0.0002060129,0.024508501570421,0.0326373675705263,0.0185460750283158,71.787655,0.000147891829907495,0.000147891829907495,0.000147891829907495
"191","Timor-Leste",1610.442,0.02441793,"EAP",0.01108689,0.04285474,0.024508501570421,0.0326373675705263,0.0185460750283158,1.610442,0.0003932366002506,0.0001785479330538,0.0006901507319508
"192","Togo",10650.61,0.166838,"SSA",0.1434868,0.2044103,0.164199427244091,0.192166619886364,0.140084737409091,10.65061,0.0177692647118,0.01528221946948,0.02177094385283
"193","Tokelau",1.482,0.024508501570421,"EAP",0.0185460750283158,0.0326373675705263,0.024508501570421,0.0326373675705263,0.0185460750283158,0.001482,3.6321599327364e-07,2.7485283191964e-07,4.836857873952e-07
"194","Tonga",118.114,0.003940167,"EAP",0.001372239,0.004784621,0.024508501570421,0.0326373675705263,0.0185460750283158,0.118114,4.65388885038e-06,1.62080637246e-06,5.65130724794e-06
"195","Trinidad and Tobago",1443.024,0.00406667,"LAC",0.003100262,0.005625631,0.04353689255,0.0517243145458333,0.0361679764583333,1.443024,5.86830241008e-05,4.473752472288e-05,8.117920548144e-05
"196","Tunisia",13030.483,0.001191972,"MNA",0.0007564964,0.002307578,0.01737361157,0.02353631832,0.01247108618,13.030483,0.00015531970882476,9.8575134797612e-05,0.00030068855900174
"197","Turkey",91203.912,0.0008378833,"ECA",0.0007600784,0.0008742157,0.00379382341086667,0.00470116531666667,0.00317993536735833,91.203912,0.000764182347594696,0.000693221235067008,0.000797318917718184
"198","Turkmenistan",6934.968,0.0004443931,"ECA",0.0002834344,0.0007075411,0.00379382341086667,0.00470116531666667,0.00317993536735833,6.934968,3.0818519279208e-05,1.9656084940992e-05,4.9067748871848e-05
"199","Tuvalu",13.472,0,"EAP",0,0.001411604,0.024508501570421,0.0326373675705263,0.0185460750283158,0.013472,0,0,1.9017129088e-07
"200","Uganda",60776.826,0.05068839,"SSA",0.03255881,0.07577812,0.164199427244091,0.192166619886364,0.140084737409091,60.776826,0.0308067945925014,0.0197882113013706,0.0460555361384712
"201","Ukraine",41667.183,0,"ECA",0,0,0.00379382341086667,0.00470116531666667,0.00317993536735833,41.667183,0,0,0
"202","United Arab Emirates",10901.64,0.00325149034615385,"OHI",0.00309096330769231,0.00372859323076923,0.00325149034615385,0.00372859323076923,0.00309096330769231,10.90164,0.000354465772172446,0.000336965692336708,0.000406477811082831
"203","United Kingdom",71887.688,0.002292044,"OHI",0.002292044,0.002292044,0.00325149034615385,0.00372859323076923,0.00309096330769231,71.887688,0.00164769743954272,0.00164769743954272,0.00164769743954272
"204","Tanzania",80850.531,0.02419024,"SSA",0.01359256,0.03808215,0.164199427244091,0.192166619886364,0.140084737409091,80.850531,0.0195579374901744,0.0109896569364936,0.0307896204912165
"205","United States",357026.94,0.01164112,"OHI",0.009974761,0.01164112,0.00325149034615385,0.00372859323076923,0.00309096330769231,357.02694,0.041561934517728,0.0356125839706134,0.041561934517728
"206","Uruguay",3646.68,0.0003303022,"LAC",0.000271742,0.0003631881,0.04353689255,0.0517243145458333,0.0361679764583333,3.64668,1.204506426696e-05,9.9095611656e-06,1.324430780508e-05
"207","Uzbekistan",38289.329,0.01417915,"ECA",0.008018593,0.02301314,0.00379382341086667,0.00470116531666667,0.00317993536735833,38.289329,0.0054291013929035,0.00307026545494097,0.0088115768878306
"208","Vanuatu",391.876,0.02896776,"EAP",0.01979605,0.04832248,0.024508501570421,0.0326373675705263,0.0185460750283158,0.391876,0.0001135176991776,7.7575968898e-05,0.0001893642017248
"209","Venezuela, Republica Bolivariana de",34405.414,0.2319225,"LAC",0.1930559,0.2672541,0.04353689255,0.0517243145458333,0.0361679764583333,34.405414,0.07979389628415,0.066421681646426,0.091949879536974
"210","Vietnam",106478.681,0.0003413378,"EAP",0.0002769223,0.0005724103,0.024508501570421,0.0326373675705263,0.0185460750283158,106.478681,0.000363451987194418,0.000294863212434863,0.000609494937348143
"211","Yemen, Republic of",37256.883,0.1337929,"MNA",0.09270866,0.1821662,0.01737361157,0.02353631832,0.01247108618,37.256883,0.049847064215307,0.0345403569870678,0.067869447999546
"212","Zambia",24866.073,0.3661006,"SSA",0.3206985,0.4004729,0.164199427244091,0.192166619886364,0.140084737409091,24.866073,0.091034842449438,0.079745123119905,0.099581883659217
"213","Zimbabwe",18027.122,0.01010442,"SSA",0.002251679,0.03020001,0.164199427244091,0.192166619886364,0.140084737409091,18.027122,0.0018215361207924,0.00040591292037838,0.0054441926467122
