CountryCode,DisplayName,region,Level,ProjYear,variable,line,old.PovertyLine,old.value,PovertyLine,value,PovertyLine_2,value_2,diff,diff2
LBN,Lebanon,MNA,National,2018,HeadCount,UPL,5.5,0.01971099,6.11676,0.01004848,5.917937,0.009382279,-0.00966251,-0.010328711
LBR,Liberia,SSA,National,2018,HeadCount,EPL,1.9,0.4208378,2.195249,0.0933055,2.308166,0.1102836,-0.3275323,-0.3105542
LBR,Liberia,SSA,National,2018,HeadCount,LPL,3.2,0.7355133,3.642544,0.3285472,3.988921,0.3856578,-0.4069661,-0.3498555
LBR,Liberia,SSA,National,2018,HeadCount,UPL,5.5,0.9246813,6.11676,0.6602857,5.917937,0.6413783,-0.2643956,-0.283303
LCA,St. Lucia,LAC,National,2018,HeadCount,EPL,1.9,0.04580246,2.195249,0.05122805,2.308166,0.06203255,0.00542558999999999,0.01623009
LCA,St. Lucia,LAC,National,2018,HeadCount,LPL,3.2,0.1020536,3.642544,0.1156234,3.988921,0.1273671,0.0135698,0.0253135
LCA,St. Lucia,LAC,National,2018,HeadCount,UPL,5.5,0.2009801,6.11676,0.203232,5.917937,0.1984598,0.0022519,-0.0025203
LKA,Sri Lanka,SAS,National,2018,HeadCount,EPL,1.9,0.00690439,2.195249,0.01233829,2.308166,0.01660681,0.0054339,0.00970242
LKA,Sri Lanka,SAS,National,2018,HeadCount,LPL,3.2,0.09211397,3.642544,0.1236261,3.988921,0.1644383,0.03151213,0.07232433
LKA,Sri Lanka,SAS,National,2018,HeadCount,UPL,5.5,0.3840998,6.11676,0.4253954,5.917937,0.4041107,0.0412956,0.0200109
LSO,Lesotho,SSA,National,2018,HeadCount,EPL,1.9,0.2679849,2.195249,0.3385925,2.308166,0.3564993,0.0706076,0.0885144
LSO,Lesotho,SSA,National,2018,HeadCount,LPL,3.2,0.4960725,3.642544,0.5503779,3.988921,0.589921,0.0543054,0.0938485
LSO,Lesotho,SSA,National,2018,HeadCount,UPL,5.5,0.7297063,6.11676,0.7713126,5.917937,0.7605825,0.0416063,0.0308762
LTU,Lithuania,ECA,National,2018,HeadCount,EPL,1.9,0.01022507,2.195249,0.01022507,2.308166,0.01042226,0,0.00019719
LTU,Lithuania,ECA,National,2018,HeadCount,LPL,3.2,0.01404569,3.642544,0.01413595,3.988921,0.01593877,9.026e-05,0.00189308
LTU,Lithuania,ECA,National,2018,HeadCount,UPL,5.5,0.03604773,6.11676,0.03534562,5.917937,0.0325929,-0.000702109999999999,-0.00345483
LUX,Luxembourg,OHI,National,2018,HeadCount,EPL,1.9,0.002683735,2.195249,0.003132935,2.308166,0.003132935,0.0004492,0.0004492
LUX,Luxembourg,OHI,National,2018,HeadCount,LPL,3.2,0.004043114,3.642544,0.004043114,3.988921,0.004122134,0,7.902e-05
LUX,Luxembourg,OHI,National,2018,HeadCount,UPL,5.5,0.006589666,6.11676,0.006589666,5.917937,0.006459688,0,-0.000129978
LVA,Latvia,ECA,National,2018,HeadCount,EPL,1.9,0.007166838,2.195249,0.007972179,2.308166,0.007972179,0.000805340999999999,0.000805340999999999
LVA,Latvia,ECA,National,2018,HeadCount,LPL,3.2,0.01444296,3.642544,0.01502629,3.988921,0.01665272,0.00058333,0.00220976
LVA,Latvia,ECA,National,2018,HeadCount,UPL,5.5,0.03118256,6.11676,0.03264643,5.917937,0.03113566,0.00146387,-4.69000000000025e-05
MAR,Morocco,MNA,National,2018,HeadCount,EPL,1.9,0.007025076,2.195249,0.01051038,2.308166,0.01391426,0.003485304,0.006889184
MAR,Morocco,MNA,National,2018,HeadCount,LPL,3.2,0.05836245,3.642544,0.07596798,3.988921,0.09981783,0.01760553,0.04145538
MAR,Morocco,MNA,National,2018,HeadCount,UPL,5.5,0.263524,6.11676,0.2957836,5.917937,0.2763868,0.0322596,0.0128628
MDA,Moldova,ECA,National,2018,HeadCount,EPL,1.9,0.0001823872,2.195249,0.0001823872,2.308166,0.0001823872,0,0
MDA,Moldova,ECA,National,2018,HeadCount,LPL,3.2,0.009495924,3.642544,0.006211543,3.988921,0.01042034,-0.003284381,0.000924416000000001
MDA,Moldova,ECA,National,2018,HeadCount,UPL,5.5,0.1334361,6.11676,0.09086143,5.917937,0.07675972,-0.04257467,-0.05667638
MDG,Madagascar,SSA,National,2018,HeadCount,EPL,1.9,0.7593938,2.195249,0.7852275,2.308166,0.801301,0.0258337,0.0419072
MDG,Madagascar,SSA,National,2018,HeadCount,LPL,3.2,0.9009306,3.642544,0.9116538,3.988921,0.9241159,0.0107231999999999,0.0231853
MDG,Madagascar,SSA,National,2018,HeadCount,UPL,5.5,0.9699923,6.11676,0.9722318,5.917937,0.970291,0.00223949999999995,0.000298699999999985
MDV,Maldives,SAS,National,2018,HeadCount,EPL,1.9,0,2.195249,0,2.308166,0,0,0
MDV,Maldives,SAS,National,2018,HeadCount,LPL,3.2,0.004110777,3.642544,0.001455777,3.988921,0.002550518,-0.002655,-0.001560259
MDV,Maldives,SAS,National,2018,HeadCount,UPL,5.5,0.05628719,6.11676,0.02778072,5.917937,0.02033498,-0.02850647,-0.03595221
MEX,Mexico,LAC,National,2018,HeadCount,EPL,1.9,0.01741983,2.195249,0.01898805,2.308166,0.02181728,0.00156822,0.00439745
MEX,Mexico,LAC,National,2018,HeadCount,LPL,3.2,0.06576014,3.642544,0.06906578,3.988921,0.08778497,0.00330564,0.02202483
MEX,Mexico,LAC,National,2018,HeadCount,UPL,5.5,0.2300612,6.11676,0.2288636,5.917937,0.2144148,-0.00119759999999999,-0.0156464
MKD,North Macedonia,ECA,National,2018,HeadCount,EPL,1.9,0.04055848,2.195249,0.04562323,2.308166,0.04945339,0.00506475,0.00889491
MKD,North Macedonia,ECA,National,2018,HeadCount,LPL,3.2,0.08500302,3.642544,0.08871424,3.988921,0.1020665,0.00371122,0.01706348
MKD,North Macedonia,ECA,National,2018,HeadCount,UPL,5.5,0.1730087,6.11676,0.1821221,5.917937,0.1709515,0.00911340000000002,-0.00205719999999998
MLI,Mali,SSA,National,2018,HeadCount,EPL,1.9,0.4266969,2.195249,0.4259594,2.308166,0.4625723,-0.000737500000000002,0.0358754
MLI,Mali,SSA,National,2018,HeadCount,LPL,3.2,0.7489593,3.642544,0.7419695,3.988921,0.7843837,-0.00698980000000005,0.0354244
MLI,Mali,SSA,National,2018,HeadCount,UPL,5.5,0.9335567,6.11676,0.9254742,5.917937,0.9192763,-0.00808249999999999,-0.0142804
MLT,Malta,OHI,National,2018,HeadCount,EPL,1.9,0.001598865,2.195249,0.001598865,2.308166,0.001598865,0,0
MLT,Malta,OHI,National,2018,HeadCount,LPL,3.2,0.002060997,3.642544,0.002154493,3.988921,0.002212111,9.34959999999998e-05,0.000151114
MLT,Malta,OHI,National,2018,HeadCount,UPL,5.5,0.002863169,6.11676,0.003113678,5.917937,0.003069756,0.000250509,0.000206587
MMR,Myanmar,EAP,National,2018,HeadCount,EPL,1.9,0.01524815,2.195249,0.01701784,2.308166,0.02211158,0.00176969,0.00686343
MMR,Myanmar,EAP,National,2018,HeadCount,LPL,3.2,0.1599822,3.642544,0.1637766,3.988921,0.2182406,0.0037944,0.0582584
MMR,Myanmar,EAP,National,2018,HeadCount,UPL,5.5,0.5645345,6.11676,0.5495443,5.917937,0.5224597,-0.0149902000000001,-0.0420748000000001
MNA,Middle East & North Africa,Aggregates,Regional,2018,HeadCount,EPL,1.9,0.0751078217151887,2.195249,0.00570439758582712,2.308166,0.00693225197426965,-0.0694034241293616,-0.0681755697409191
MNA,Middle East & North Africa,Aggregates,Regional,2018,HeadCount,LPL,3.2,0.205662148737021,3.642544,0.0441679541950343,3.988921,0.0624066076672171,-0.161494194541987,-0.143255541069804
MNA,Middle East & North Africa,Aggregates,Regional,2018,HeadCount,UPL,5.5,0.457505465833266,6.11676,0.234884741542694,5.917937,0.21583549679121,-0.222620724290572,-0.241669969042056
MNE,Montenegro,ECA,National,2018,HeadCount,EPL,1.9,0.009075765,2.195249,0.009075765,2.308166,0.01134626,0,0.002270495
MNE,Montenegro,ECA,National,2018,HeadCount,LPL,3.2,0.06352582,3.642544,0.0627251,3.988921,0.07655946,-0.000800719999999991,0.01303364
MNE,Montenegro,ECA,National,2018,HeadCount,UPL,5.5,0.1589888,6.11676,0.148266,5.917937,0.142085,-0.0107228,-0.0169038
MNG,Mongolia,EAP,National,2018,HeadCount,EPL,1.9,0.005376511,2.195249,0.007855814,2.308166,0.0103073,0.002479303,0.004930789
MNG,Mongolia,EAP,National,2018,HeadCount,LPL,3.2,0.05594164,3.642544,0.07062855,3.988921,0.09595802,0.01468691,0.04001638
MNG,Mongolia,EAP,National,2018,HeadCount,UPL,5.5,0.2886571,6.11676,0.315447,5.917937,0.2951531,0.0267899,0.006496
MOZ,Mozambique,SSA,National,2018,HeadCount,EPL,1.9,0.6111013,2.195249,0.6384928,2.308166,0.6590101,0.0273915,0.0479088000000001
MOZ,Mozambique,SSA,National,2018,HeadCount,LPL,3.2,0.8060408,3.642544,0.8208687,3.988921,0.8424847,0.0148279,0.0364439
MOZ,Mozambique,SSA,National,2018,HeadCount,UPL,5.5,0.9139075,6.11676,0.9176701,5.917937,0.9128307,0.00376260000000006,-0.00107679999999999
MRT,Mauritania,SSA,National,2018,HeadCount,EPL,1.9,0.06436756,2.195249,0.07348343,2.308166,0.08410107,0.00911587,0.01973351
MRT,Mauritania,SSA,National,2018,HeadCount,LPL,3.2,0.2530321,3.642544,0.2761683,3.988921,0.3309049,0.0231362,0.0778728
MRT,Mauritania,SSA,National,2018,HeadCount,UPL,5.5,0.603648,6.11676,0.6111087,5.917937,0.5913085,0.00746069999999999,-0.0123394999999999
MUS,Mauritius,SSA,National,2018,HeadCount,EPL,1.9,0.001399837,2.195249,0.001066179,2.308166,0.00181041,-0.000333658,0.000410573
MUS,Mauritius,SSA,National,2018,HeadCount,LPL,3.2,0.01839966,3.642544,0.01609003,3.988921,0.02190174,-0.00230963,0.00350208
MUS,Mauritius,SSA,National,2018,HeadCount,UPL,5.5,0.1072211,6.11676,0.08356116,5.917937,0.07395345,-0.02365994,-0.03326765
MWI,Malawi,SSA,National,2018,HeadCount,EPL,1.9,0.6928777,2.195249,0.7573481,2.308166,0.7769471,0.0644703999999999,0.0840694
MWI,Malawi,SSA,National,2018,HeadCount,LPL,3.2,0.8902607,3.642544,0.9133744,3.988921,0.9294177,0.0231137,0.039157
MWI,Malawi,SSA,National,2018,HeadCount,UPL,5.5,0.9661523,6.11676,0.9731943,5.917937,0.9703729,0.00704199999999999,0.00422060000000002
MYS,Malaysia,EAP,National,2018,HeadCount,EPL,1.9,6.27996e-05,2.195249,6.961048e-05,2.308166,0.0001035119,6.81088e-06,4.07123e-05
MYS,Malaysia,EAP,National,2018,HeadCount,LPL,3.2,0.001014078,3.642544,0.001385428,3.988921,0.002598941,0.00037135,0.001584863
MYS,Malaysia,EAP,National,2018,HeadCount,UPL,5.5,0.01497607,6.11676,0.01802695,5.917937,0.01568351,0.00305088,0.000707440000000002
NAM,Namibia,SSA,National,2018,HeadCount,EPL,1.9,0.1477221,2.195249,0.174684,2.308166,0.1937402,0.0269619,0.0460181
NAM,Namibia,SSA,National,2018,HeadCount,LPL,3.2,0.3162722,3.642544,0.3509832,3.988921,0.3831006,0.034711,0.0668284
NAM,Namibia,SSA,National,2018,HeadCount,UPL,5.5,0.5228852,6.11676,0.5515152,5.917937,0.5380002,0.0286299999999999,0.015115
NER,Niger,SSA,National,2018,HeadCount,EPL,1.9,0.4133703,2.195249,0.5211725,2.308166,0.5525787,0.1078022,0.1392084
NER,Niger,SSA,National,2018,HeadCount,LPL,3.2,0.7410205,3.642544,0.8058333,3.988921,0.843216,0.0648128,0.1021955
NER,Niger,SSA,National,2018,HeadCount,UPL,5.5,0.9243026,6.11676,0.9497725,5.917937,0.9420182,0.0254699,0.0177156000000001
NGA,Nigeria,SSA,National,2018,HeadCount,EPL,1.9,0.5084735,2.195249,0.4139257,2.308166,0.4405876,-0.0945478,-0.0678859
NGA,Nigeria,SSA,National,2018,HeadCount,LPL,3.2,0.7563161,3.642544,0.6780466,3.988921,0.7179645,-0.0782695,-0.0383516
NGA,Nigeria,SSA,National,2018,HeadCount,UPL,5.5,0.9106656,6.11676,0.8647936,5.917937,0.8560508,-0.0458719999999999,-0.0546148
NIC,Nicaragua,LAC,National,2018,HeadCount,EPL,1.9,0.02505943,2.195249,0.0331152,2.308166,0.04093526,0.00805577,0.01587583
NIC,Nicaragua,LAC,National,2018,HeadCount,LPL,3.2,0.1037634,3.642544,0.124328,3.988921,0.1506125,0.0205646,0.0468491
NIC,Nicaragua,LAC,National,2018,HeadCount,UPL,5.5,0.3193947,6.11676,0.3315832,5.917937,0.3163228,0.0121885,-0.00307189999999996
NLD,Netherlands,OHI,National,2018,HeadCount,EPL,1.9,0.001783794,2.195249,0.001887662,2.308166,0.001887662,0.000103868,0.000103868
NLD,Netherlands,OHI,National,2018,HeadCount,LPL,3.2,0.002540825,3.642544,0.002954605,3.988921,0.003001276,0.00041378,0.000460451
NLD,Netherlands,OHI,National,2018,HeadCount,UPL,5.5,0.003664335,6.11676,0.003888064,5.917937,0.003664335,0.000223729,0
NOR,Norway,OHI,National,2018,HeadCount,EPL,1.9,0.002399487,2.195249,0.002916525,2.308166,0.002916525,0.000517038,0.000517038
NOR,Norway,OHI,National,2018,HeadCount,LPL,3.2,0.003452965,3.642544,0.003452965,3.988921,0.003605376,0,0.000152411
NOR,Norway,OHI,National,2018,HeadCount,UPL,5.5,0.00481723,6.11676,0.005347512,5.917937,0.005220694,0.000530282,0.000403464
NPL,Nepal,SAS,National,2018,HeadCount,EPL,1.9,0.05806006,2.195249,0.02976142,2.308166,0.0377905,-0.02829864,-0.02026956
NPL,Nepal,SAS,National,2018,HeadCount,LPL,3.2,0.336023,3.642544,0.2314901,3.988921,0.2928189,-0.1045329,-0.0432041
NPL,Nepal,SAS,National,2018,HeadCount,UPL,5.5,0.7063878,6.11676,0.5911787,5.917937,0.5677325,-0.1152091,-0.1386553
OHI,Other High Income,Aggregates,Regional,2018,HeadCount,EPL,1.9,0.00673589840683935,2.195249,0.00701133933475262,2.308166,0.00703594389302131,0.000275440927913271,0.000300045486181963
OHI,Other High Income,Aggregates,Regional,2018,HeadCount,LPL,3.2,0.00816442012396977,3.642544,0.00932451151987917,3.988921,0.00954520933645325,0.0011600913959094,0.00138078921248348
OHI,Other High Income,Aggregates,Regional,2018,HeadCount,UPL,5.5,0.0127030657342319,6.11676,0.0138459643762594,5.917937,0.0127964230718952,0.00114289864202749,9.33573376632711e-05
PAK,Pakistan,SAS,National,2018,HeadCount,EPL,1.9,0.01610454,2.195249,0.028483,2.308166,0.03842791,0.01237846,0.02232337
PAK,Pakistan,SAS,National,2018,HeadCount,LPL,3.2,0.2436983,3.642544,0.288688,3.988921,0.3632837,0.0449897,0.1195854
PAK,Pakistan,SAS,National,2018,HeadCount,UPL,5.5,0.6713972,6.11676,0.6953715,5.917937,0.6738528,0.0239743,0.0024556
PAN,Panama,LAC,National,2018,HeadCount,EPL,1.9,0.0170365,2.195249,0.01462091,2.308166,0.0160323,-0.00241559,-0.0010042
PAN,Panama,LAC,National,2018,HeadCount,LPL,3.2,0.05213932,3.642544,0.04377847,3.988921,0.05166343,-0.00836085,-0.00047589
PAN,Panama,LAC,National,2018,HeadCount,UPL,5.5,0.1265016,6.11676,0.1052393,5.917937,0.1001259,-0.0212623,-0.0263757
PER,Peru,LAC,National,2018,HeadCount,EPL,1.9,0.02640791,2.195249,0.0371309,2.308166,0.0416957,0.01072299,0.01528779
PER,Peru,LAC,National,2018,HeadCount,LPL,3.2,0.08349677,3.642544,0.106269,3.988921,0.1280192,0.02277223,0.04452243
PER,Peru,LAC,National,2018,HeadCount,UPL,5.5,0.2209907,6.11676,0.2562882,5.917937,0.2442038,0.0352975,0.0232131
PHL,Philippines,EAP,National,2018,HeadCount,EPL,1.9,0.0458152,2.195249,0.05274677,2.308166,0.06364379,0.00693157,0.01782859
PHL,Philippines,EAP,National,2018,HeadCount,LPL,3.2,0.2462725,3.642544,0.2577048,3.988921,0.31027,0.0114323,0.0639975
PHL,Philippines,EAP,National,2018,HeadCount,UPL,5.5,0.561173,6.11676,0.5585202,5.917937,0.5405532,-0.00265280000000001,-0.0206198000000001
PNG,Papua New Guinea,EAP,National,2018,HeadCount,EPL,1.9,0.2733702,2.195249,0.3014244,2.308166,0.321789,0.0280542,0.0484188
PNG,Papua New Guinea,EAP,National,2018,HeadCount,LPL,3.2,0.5275857,3.642544,0.5451854,3.988921,0.5967019,0.0175997,0.0691162
PNG,Papua New Guinea,EAP,National,2018,HeadCount,UPL,5.5,0.7881674,6.11676,0.794159,5.917937,0.7846564,0.00599159999999999,-0.00351099999999993
POL,Poland,ECA,National,2018,HeadCount,EPL,1.9,0.003244305,2.195249,0.00348525,2.308166,0.00370209,0.000240945,0.000457785
POL,Poland,ECA,National,2018,HeadCount,LPL,3.2,0.005604555,3.642544,0.00576521,3.988921,0.006270247,0.000160655,0.000665692
POL,Poland,ECA,National,2018,HeadCount,UPL,5.5,0.01177616,6.11676,0.01320341,5.917937,0.01132404,0.00142725,-0.00045212
PRT,Portugal,OHI,National,2018,HeadCount,EPL,1.9,0.004049973,2.195249,0.00410496,2.308166,0.004115205,5.49870000000003e-05,6.52320000000001e-05
PRT,Portugal,OHI,National,2018,HeadCount,LPL,3.2,0.006374772,3.642544,0.007054854,3.988921,0.007894741,0.000680082,0.001519969
PRT,Portugal,OHI,National,2018,HeadCount,UPL,5.5,0.0169044,6.11676,0.01651359,5.917937,0.01502946,-0.000390809999999998,-0.00187494
PRY,Paraguay,LAC,National,2018,HeadCount,EPL,1.9,0.01634135,2.195249,0.01721697,2.308166,0.02147522,0.000875620000000001,0.00513387
PRY,Paraguay,LAC,National,2018,HeadCount,LPL,3.2,0.05935156,3.642544,0.0595239,3.988921,0.07517198,0.00017234,0.01582042
PRY,Paraguay,LAC,National,2018,HeadCount,UPL,5.5,0.1701807,6.11676,0.164272,5.917937,0.1546077,-0.00590869999999999,-0.015573
PSE,West Bank and Gaza,MNA,National,2018,HeadCount,EPL,1.9,0.009827342,2.195249,0,2.308166,0,-0.009827342,-0.009827342
PSE,West Bank and Gaza,MNA,National,2018,HeadCount,LPL,3.2,0.05359747,3.642544,0,3.988921,0,-0.05359747,-0.05359747
PSE,West Bank and Gaza,MNA,National,2018,HeadCount,UPL,5.5,0.2424109,6.11676,0.001221459,5.917937,0,-0.241189441,-0.2424109
ROU,Romania,ECA,National,2018,HeadCount,EPL,1.9,0.03266133,2.195249,0.03238385,2.308166,0.03422522,-0.000277480000000004,0.00156389
ROU,Romania,ECA,National,2018,HeadCount,LPL,3.2,0.06561043,3.642544,0.06413708,3.988921,0.06994573,-0.00147335,0.0043353
ROU,Romania,ECA,National,2018,HeadCount,UPL,5.5,0.1382771,6.11676,0.1254681,5.917937,0.1214098,-0.012809,-0.0168673
RUS,Russian Federation,ECA,National,2018,HeadCount,EPL,1.9,0.0001911654,2.195249,0.0003686982,2.308166,0.0005301587,0.0001775328,0.0003389933
RUS,Russian Federation,ECA,National,2018,HeadCount,LPL,3.2,0.002407367,3.642544,0.003655893,3.988921,0.00538302,0.001248526,0.002975653
RUS,Russian Federation,ECA,National,2018,HeadCount,UPL,5.5,0.0228164,6.11676,0.03457133,5.917937,0.02956374,0.01175493,0.00674734
RWA,Rwanda,SSA,National,2018,HeadCount,EPL,1.9,0.514798,2.195249,0.49606,2.308166,0.5237135,-0.018738,0.00891550000000008
RWA,Rwanda,SSA,National,2018,HeadCount,LPL,3.2,0.7736421,3.642544,0.7546098,3.988921,0.7902795,-0.0190323,0.0166374
RWA,Rwanda,SSA,National,2018,HeadCount,UPL,5.5,0.9065558,6.11676,0.8948703,5.917937,0.8890528,-0.0116855,-0.017503
SAS,South Asia,Aggregates,Regional,2018,HeadCount,EPL,1.9,0.0881099478616799,2.195249,0.0896690486307517,2.308166,0.109310430058019,0.00155910076907181,0.021200482196339
SAS,South Asia,Aggregates,Regional,2018,HeadCount,LPL,3.2,0.410223760519876,3.642544,0.407359884452432,3.988921,0.478870740088578,-0.0028638760674442,0.0686469795687021
SAS,South Asia,Aggregates,Regional,2018,HeadCount,UPL,5.5,0.769087100265888,6.11676,0.75730177906871,5.917937,0.739970426837976,-0.0117853211971785,-0.0291166734279121
SDN,Sudan,SSA,National,2018,HeadCount,EPL,1.9,0.1210953,2.195249,0.09145158,2.308166,0.1057023,-0.02964372,-0.015393
SDN,Sudan,SSA,National,2018,HeadCount,LPL,3.2,0.4378971,3.642544,0.3591019,3.988921,0.4210784,-0.0787952,-0.0168187
SDN,Sudan,SSA,National,2018,HeadCount,UPL,5.5,0.7910898,6.11676,0.7157857,5.917937,0.6921563,-0.0753041,-0.0989335
SEN,Senegal,SSA,National,2018,HeadCount,EPL,1.9,0.2811251,2.195249,0.3214531,2.308166,0.3506888,0.040328,0.0695637
SEN,Senegal,SSA,National,2018,HeadCount,LPL,3.2,0.5671887,3.642544,0.6081439,3.988921,0.6577404,0.0409552,0.0905517
SEN,Senegal,SSA,National,2018,HeadCount,UPL,5.5,0.8229693,6.11676,0.8353083,5.917937,0.8250493,0.012339,0.00207999999999997
SLB,Solomon Islands,EAP,National,2018,HeadCount,EPL,1.9,0.2433156,2.195249,0.2705059,2.308166,0.296063,0.0271903,0.0527474
SLB,Solomon Islands,EAP,National,2018,HeadCount,LPL,3.2,0.5759725,3.642544,0.6027874,3.988921,0.6585233,0.0268149,0.0825508
SLB,Solomon Islands,EAP,National,2018,HeadCount,UPL,5.5,0.8409028,6.11676,0.8467162,5.917937,0.835793,0.00581340000000008,-0.00510979999999994
SLE,Sierra Leone,SSA,National,2018,HeadCount,EPL,1.9,0.4006278,2.195249,0.2759706,2.308166,0.3111022,-0.1246572,-0.0895256
SLE,Sierra Leone,SSA,National,2018,HeadCount,LPL,3.2,0.7437475,3.642544,0.6420466,3.988921,0.6930844,-0.1017009,-0.0506631
SLE,Sierra Leone,SSA,National,2018,HeadCount,UPL,5.5,0.9207938,6.11676,0.8721823,5.917937,0.863214,-0.0486115,-0.0575798
SLV,El Salvador,LAC,National,2018,HeadCount,EPL,1.9,0.01462125,2.195249,0.02023516,2.308166,0.02278456,0.00561391,0.00816331
SLV,El Salvador,LAC,National,2018,HeadCount,LPL,3.2,0.07699475,3.642544,0.08905951,3.988921,0.1088913,0.01206476,0.03189655
SLV,El Salvador,LAC,National,2018,HeadCount,UPL,5.5,0.2565122,6.11676,0.2706346,5.917937,0.2555221,0.0141224,-0.000990100000000049
SRB,Serbia,ECA,National,2018,HeadCount,EPL,1.9,0.0006781503,2.195249,0.0006781503,2.308166,0.0006781503,0,0
SRB,Serbia,ECA,National,2018,HeadCount,LPL,3.2,0.007785085,3.642544,0.007301056,3.988921,0.01145971,-0.000484029,0.003674625
SRB,Serbia,ECA,National,2018,HeadCount,UPL,5.5,0.06741945,6.11676,0.0584318,5.917937,0.0519652,-0.00898765000000001,-0.01545425
SSA,Sub-Saharan Africa,Aggregates,Regional,2018,HeadCount,EPL,1.9,0.421252845777887,2.195249,0.393092100417354,2.308166,0.417714558590224,-0.0281607453605329,-0.00353828718766341
SSA,Sub-Saharan Africa,Aggregates,Regional,2018,HeadCount,LPL,3.2,0.672910007426251,3.642544,0.643119085043112,3.988921,0.685343735785937,-0.0297909223831394,0.0124337283596859
SSA,Sub-Saharan Africa,Aggregates,Regional,2018,HeadCount,UPL,5.5,0.858144194075799,6.11676,0.838165080576671,5.917937,0.828869395503861,-0.0199791134991284,-0.0292747985719376
STP,Sao Tome and Principe,SSA,National,2018,HeadCount,EPL,1.9,0.3400351,2.195249,0.2373018,2.308166,0.2622397,-0.1027333,-0.0777954
STP,Sao Tome and Principe,SSA,National,2018,HeadCount,LPL,3.2,0.6322145,3.642544,0.5003704,3.988921,0.550844,-0.1318441,-0.0813705
STP,Sao Tome and Principe,SSA,National,2018,HeadCount,UPL,5.5,0.8538286,6.11676,0.7740963,5.917937,0.7568559,-0.0797323000000001,-0.0969727
SUR,Suriname,LAC,National,2018,HeadCount,EPL,1.9,0.1936712,2.195249,0.1695302,2.308166,0.1782297,-0.024141,-0.0154415
SUR,Suriname,LAC,National,2018,HeadCount,LPL,3.2,0.2964332,3.642544,0.2141148,3.988921,0.2582645,-0.0823184,-0.0381687
SUR,Suriname,LAC,National,2018,HeadCount,UPL,5.5,0.4633536,6.11676,0.4005002,5.917937,0.4005002,-0.0628534,-0.0628534
SVK,Slovak Republic,ECA,National,2018,HeadCount,EPL,1.9,0.0132499,2.195249,0.01380701,2.308166,0.01380701,0.00055711,0.00055711
SVK,Slovak Republic,ECA,National,2018,HeadCount,LPL,3.2,0.01718487,3.642544,0.01822318,3.988921,0.02184412,0.00103831,0.00465925
SVK,Slovak Republic,ECA,National,2018,HeadCount,UPL,5.5,0.02852028,6.11676,0.03457525,5.917937,0.03181453,0.00605497,0.00329425
SVN,Slovenia,ECA,National,2018,HeadCount,EPL,1.9,0,2.195249,0,2.308166,0,0,0
SVN,Slovenia,ECA,National,2018,HeadCount,LPL,3.2,0,3.642544,0,3.988921,4.715775e-05,0,4.715775e-05
SVN,Slovenia,ECA,National,2018,HeadCount,UPL,5.5,0.001031926,6.11676,0.001031926,5.917937,0.0006537906,0,-0.0003781354
SWE,Sweden,OHI,National,2018,HeadCount,EPL,1.9,0.0024835,2.195249,0.0024835,2.308166,0.002654956,0,0.000171456
SWE,Sweden,OHI,National,2018,HeadCount,LPL,3.2,0.002654956,3.642544,0.003259973,3.988921,0.003404294,0.000605017,0.000749338
SWE,Sweden,OHI,National,2018,HeadCount,UPL,5.5,0.005196913,6.11676,0.006614439,5.917937,0.00599581,0.001417526,0.000798897
SWZ,Eswatini,SSA,National,2018,HeadCount,EPL,1.9,0.2729945,2.195249,0.3607985,2.308166,0.3822807,0.0878040000000001,0.1092862
SWZ,Eswatini,SSA,National,2018,HeadCount,LPL,3.2,0.5081037,3.642544,0.5703106,3.988921,0.6123147,0.0622069,0.104211
SWZ,Eswatini,SSA,National,2018,HeadCount,UPL,5.5,0.7086244,6.11676,0.7501535,5.917937,0.7434135,0.0415291,0.0347890999999999
SYC,Seychelles,SSA,National,2018,HeadCount,EPL,1.9,0.008424272,2.195249,0.009146428,2.308166,0.01061039,0.000722156,0.002186118
SYC,Seychelles,SSA,National,2018,HeadCount,LPL,3.2,0.01836665,3.642544,0.02317371,3.988921,0.02774801,0.00480706,0.00938136
SYC,Seychelles,SSA,National,2018,HeadCount,UPL,5.5,0.05077216,6.11676,0.05745802,5.917937,0.05307323,0.00668586,0.00230107
TCD,Chad,SSA,National,2018,HeadCount,EPL,1.9,0.4124786,2.195249,0.4015049,2.308166,0.4288789,-0.0109737,0.0164003
TCD,Chad,SSA,National,2018,HeadCount,LPL,3.2,0.6900457,3.642544,0.6743988,3.988921,0.7126962,-0.0156469,0.0226505
TCD,Chad,SSA,National,2018,HeadCount,UPL,5.5,0.8806518,6.11676,0.8623604,5.917937,0.8551307,-0.0182914,-0.0255211
TGO,Togo,SSA,National,2018,HeadCount,EPL,1.9,0.4569838,2.195249,0.5251933,2.308166,0.5471116,0.0682095,0.0901278
TGO,Togo,SSA,National,2018,HeadCount,LPL,3.2,0.7008889,3.642544,0.7550975,3.988921,0.7781526,0.0542085999999999,0.0772636999999999
TGO,Togo,SSA,National,2018,HeadCount,UPL,5.5,0.8847575,6.11676,0.9083552,5.917937,0.8999314,0.0235977000000001,0.0151739000000001
THA,Thailand,EAP,National,2018,HeadCount,EPL,1.9,0.0002406222,2.195249,0.0004541128,2.308166,0.0006043182,0.0002134906,0.000363696
THA,Thailand,EAP,National,2018,HeadCount,LPL,3.2,0.005408206,3.642544,0.009254588,3.988921,0.01503583,0.003846382,0.009627624
