i,P,L,svy,year
51,0.52012,0.16461,CAF_3,2008
52,0.53004,0.17035,CAF_3,2008
53,0.54008,0.17629,CAF_3,2008
54,0.55,0.18229,CAF_3,2008
55,0.56011,0.18852,CAF_3,2008
56,0.57002,0.19475,CAF_3,2008
57,0.58023,0.20132,CAF_3,2008
58,0.59012,0.20781,CAF_3,2008
59,0.60012,0.21452,CAF_3,2008
60,0.61023,0.22144,CAF_3,2008
61,0.62007,0.22834,CAF_3,2008
62,0.63053,0.23586,CAF_3,2008
63,0.64018,0.24296,CAF_3,2008
64,0.65013,0.25045,CAF_3,2008
65,0.66002,0.25807,CAF_3,2008
66,0.67004,0.26598,CAF_3,2008
67,0.68025,0.27424,CAF_3,2008
68,0.69004,0.28237,CAF_3,2008
69,0.70004,0.29093,CAF_3,2008
70,0.71003,0.29978,CAF_3,2008
71,0.72038,0.30918,CAF_3,2008
72,0.73014,0.31825,CAF_3,2008
73,0.74011,0.32779,CAF_3,2008
74,0.75039,0.33794,CAF_3,2008
75,0.76006,0.34778,CAF_3,2008
76,0.77006,0.35827,CAF_3,2008
77,0.78006,0.36904,CAF_3,2008
78,0.79008,0.38014,CAF_3,2008
79,0.80015,0.39167,CAF_3,2008
80,0.81006,0.40343,CAF_3,2008
81,0.82012,0.41584,CAF_3,2008
82,0.83013,0.42877,CAF_3,2008
83,0.84015,0.44227,CAF_3,2008
84,0.85001,0.45616,CAF_3,2008
85,0.86004,0.47093,CAF_3,2008
86,0.87001,0.48628,CAF_3,2008
87,0.88002,0.50236,CAF_3,2008
88,0.89015,0.51984,CAF_3,2008
89,0.90009,0.53798,CAF_3,2008
90,0.91017,0.55747,CAF_3,2008
91,0.92004,0.5778,CAF_3,2008
92,0.93021,0.60041,CAF_3,2008
93,0.94,0.62399,CAF_3,2008
94,0.9501,0.65074,CAF_3,2008
95,0.96016,0.68108,CAF_3,2008
96,0.97006,0.71667,CAF_3,2008
97,0.98017,0.76158,CAF_3,2008
98,0.99001,0.8217,CAF_3,2008
99,1,1,CAF_3,2008
0,0.010127,0.0011744,TCD_3,2003
1,0.020815,0.0030155,TCD_3,2003
2,0.030451,0.0049467,TCD_3,2003
3,0.040525,0.0072194,TCD_3,2003
4,0.050038,0.0095484,TCD_3,2003
5,0.060025,0.012232,TCD_3,2003
6,0.070242,0.015187,TCD_3,2003
7,0.080279,0.018233,TCD_3,2003
8,0.090544,0.021505,TCD_3,2003
9,0.10023,0.024723,TCD_3,2003
10,0.11004,0.028084,TCD_3,2003
11,0.12028,0.031724,TCD_3,2003
12,0.13001,0.035268,TCD_3,2003
13,0.14024,0.039073,TCD_3,2003
14,0.15016,0.042855,TCD_3,2003
15,0.16011,0.046729,TCD_3,2003
16,0.17013,0.050687,TCD_3,2003
17,0.18026,0.054756,TCD_3,2003
18,0.1902,0.058844,TCD_3,2003
19,0.20012,0.063015,TCD_3,2003
20,0.21024,0.067386,TCD_3,2003
21,0.22,0.071712,TCD_3,2003
22,0.23018,0.076309,TCD_3,2003
23,0.24029,0.080983,TCD_3,2003
24,0.25011,0.085613,TCD_3,2003
25,0.26003,0.090352,TCD_3,2003
26,0.2701,0.095247,TCD_3,2003
27,0.28034,0.10032,TCD_3,2003
28,0.29,0.10521,TCD_3,2003
29,0.30032,0.11054,TCD_3,2003
30,0.31032,0.11583,TCD_3,2003
31,0.32028,0.12116,TCD_3,2003
32,0.33031,0.12661,TCD_3,2003
33,0.34017,0.13208,TCD_3,2003
34,0.35034,0.13781,TCD_3,2003
35,0.36004,0.14337,TCD_3,2003
36,0.37033,0.14936,TCD_3,2003
37,0.38022,0.15521,TCD_3,2003
38,0.39023,0.16124,TCD_3,2003
39,0.40005,0.16727,TCD_3,2003
40,0.41005,0.17348,TCD_3,2003
41,0.42008,0.17984,TCD_3,2003
42,0.4301,0.18629,TCD_3,2003
43,0.44006,0.19282,TCD_3,2003
44,0.4501,0.19951,TCD_3,2003
45,0.46005,0.20625,TCD_3,2003
46,0.47025,0.21326,TCD_3,2003
47,0.48033,0.22033,TCD_3,2003
48,0.49011,0.2273,TCD_3,2003
49,0.50005,0.23454,TCD_3,2003
50,0.51002,0.24194,TCD_3,2003
51,0.52001,0.24953,TCD_3,2003
52,0.53002,0.25729,TCD_3,2003
53,0.54002,0.26522,TCD_3,2003
54,0.55029,0.27355,TCD_3,2003
55,0.56005,0.28161,TCD_3,2003
56,0.57067,0.29053,TCD_3,2003
57,0.58012,0.2986,TCD_3,2003
58,0.59003,0.3072,TCD_3,2003
59,0.60035,0.31631,TCD_3,2003
60,0.61004,0.32503,TCD_3,2003
61,0.62007,0.33423,TCD_3,2003
62,0.63003,0.34356,TCD_3,2003
63,0.64012,0.35323,TCD_3,2003
64,0.65002,0.36284,TCD_3,2003
65,0.66014,0.37285,TCD_3,2003
66,0.67007,0.38288,TCD_3,2003
67,0.68003,0.39318,TCD_3,2003
68,0.69014,0.40387,TCD_3,2003
69,0.70019,0.41472,TCD_3,2003
70,0.71004,0.42555,TCD_3,2003
71,0.72001,0.43672,TCD_3,2003
72,0.73041,0.44862,TCD_3,2003
73,0.74007,0.45988,TCD_3,2003
74,0.75013,0.47188,TCD_3,2003
75,0.76031,0.48424,TCD_3,2003
76,0.77008,0.49631,TCD_3,2003
77,0.78002,0.50884,TCD_3,2003
78,0.79021,0.52207,TCD_3,2003
79,0.80002,0.5352,TCD_3,2003
80,0.81033,0.54942,TCD_3,2003
81,0.82017,0.56331,TCD_3,2003
82,0.83007,0.57767,TCD_3,2003
83,0.84006,0.59257,TCD_3,2003
84,0.85013,0.60808,TCD_3,2003
85,0.86008,0.62389,TCD_3,2003
86,0.87001,0.64016,TCD_3,2003
87,0.88001,0.65711,TCD_3,2003
88,0.89015,0.67488,TCD_3,2003
89,0.9,0.6929,TCD_3,2003
90,0.91007,0.71217,TCD_3,2003
91,0.92005,0.7322,TCD_3,2003
92,0.93005,0.75322,TCD_3,2003
93,0.94001,0.77559,TCD_3,2003
94,0.95,0.7999,TCD_3,2003
95,0.96,0.82626,TCD_3,2003
96,0.97003,0.85567,TCD_3,2003
97,0.98002,0.8894,TCD_3,2003
98,0.99015,0.93121,TCD_3,2003
99,1,1,TCD_3,2003
0,0.010159,0.00091572,TCD_3,2011
1,0.020698,0.0022358,TCD_3,2011
2,0.030217,0.003607,TCD_3,2011
3,0.04038,0.0052262,TCD_3,2011
4,0.05035,0.0069795,TCD_3,2011
5,0.060039,0.0088418,TCD_3,2011
6,0.070188,0.01094,TCD_3,2011
7,0.080769,0.013263,TCD_3,2011
8,0.090009,0.015396,TCD_3,2011
9,0.1,0.017814,TCD_3,2011
10,0.11003,0.020379,TCD_3,2011
11,0.12019,0.023093,TCD_3,2011
12,0.13011,0.02586,TCD_3,2011
13,0.14017,0.028786,TCD_3,2011
14,0.15129,0.032136,TCD_3,2011
15,0.16023,0.034922,TCD_3,2011
16,0.17027,0.038177,TCD_3,2011
17,0.18047,0.041623,TCD_3,2011
18,0.19038,0.045129,TCD_3,2011
19,0.20002,0.048625,TCD_3,2011
20,0.21038,0.052496,TCD_3,2011
21,0.22016,0.056256,TCD_3,2011
22,0.23003,0.060175,TCD_3,2011
23,0.24032,0.064345,TCD_3,2011
24,0.25071,0.068666,TCD_3,2011
25,0.26048,0.07285,TCD_3,2011
26,0.27001,0.077068,TCD_3,2011
27,0.28062,0.081909,TCD_3,2011
28,0.29043,0.08651,TCD_3,2011
29,0.30044,0.091284,TCD_3,2011
30,0.31007,0.095997,TCD_3,2011
31,0.32006,0.10101,TCD_3,2011
32,0.33128,0.10678,TCD_3,2011
33,0.34008,0.11141,TCD_3,2011
34,0.35013,0.11686,TCD_3,2011
35,0.36009,0.12238,TCD_3,2011
36,0.37037,0.12818,TCD_3,2011
37,0.38053,0.13407,TCD_3,2011
38,0.39016,0.13976,TCD_3,2011
39,0.40005,0.14573,TCD_3,2011
40,0.41014,0.15194,TCD_3,2011
41,0.42002,0.15813,TCD_3,2011
42,0.4301,0.16456,TCD_3,2011
43,0.44009,0.17105,TCD_3,2011
44,0.45003,0.17762,TCD_3,2011
45,0.46004,0.18434,TCD_3,2011
46,0.47005,0.19128,TCD_3,2011
47,0.48,0.19832,TCD_3,2011
48,0.49025,0.20569,TCD_3,2011
49,0.50001,0.21289,TCD_3,2011
50,0.51003,0.22042,TCD_3,2011
51,0.52014,0.22814,TCD_3,2011
52,0.53066,0.23631,TCD_3,2011
53,0.54028,0.24391,TCD_3,2011
54,0.55008,0.25176,TCD_3,2011
55,0.56012,0.25989,TCD_3,2011
56,0.57012,0.26811,TCD_3,2011
57,0.58005,0.27642,TCD_3,2011
58,0.59027,0.28516,TCD_3,2011
59,0.60001,0.29366,TCD_3,2011
60,0.61002,0.3025,TCD_3,2011
61,0.62017,0.31157,TCD_3,2011
62,0.63059,0.32109,TCD_3,2011
63,0.64012,0.32998,TCD_3,2011
64,0.65004,0.33942,TCD_3,2011
65,0.66009,0.34921,TCD_3,2011
66,0.67014,0.35919,TCD_3,2011
67,0.68008,0.36928,TCD_3,2011
68,0.69005,0.37965,TCD_3,2011
69,0.70003,0.39027,TCD_3,2011
70,0.71001,0.40114,TCD_3,2011
71,0.72005,0.41236,TCD_3,2011
72,0.7302,0.42395,TCD_3,2011
73,0.74008,0.43551,TCD_3,2011
74,0.75016,0.44752,TCD_3,2011
75,0.76002,0.45965,TCD_3,2011
76,0.77001,0.4722,TCD_3,2011
77,0.78017,0.48528,TCD_3,2011
78,0.79037,0.49883,TCD_3,2011
79,0.80013,0.51216,TCD_3,2011
80,0.81051,0.52673,TCD_3,2011
81,0.82001,0.54037,TCD_3,2011
82,0.83002,0.55531,TCD_3,2011
83,0.84045,0.5714,TCD_3,2011
84,0.85016,0.58683,TCD_3,2011
85,0.86001,0.60306,TCD_3,2011
86,0.87001,0.62015,TCD_3,2011
87,0.88,0.63787,TCD_3,2011
88,0.89002,0.6564,TCD_3,2011
89,0.90002,0.67568,TCD_3,2011
90,0.91002,0.69603,TCD_3,2011
91,0.92018,0.71777,TCD_3,2011
92,0.93004,0.73984,TCD_3,2011
93,0.94001,0.76357,TCD_3,2011
94,0.95,0.7891,TCD_3,2011
95,0.96002,0.81667,TCD_3,2011
96,0.97001,0.847,TCD_3,2011
97,0.98018,0.88203,TCD_3,2011
98,0.99021,0.9237,TCD_3,2011
99,1,1,TCD_3,2011
0,0.01003,0.00016327,CHL_3,1987
1,0.020022,0.00076194,CHL_3,1987
2,0.030038,0.0016278,CHL_3,1987
3,0.040062,0.0026711,CHL_3,1987
4,0.050089,0.0038588,CHL_3,1987
5,0.060046,0.0051769,CHL_3,1987
6,0.070022,0.0066159,CHL_3,1987
7,0.080009,0.008174,CHL_3,1987
8,0.090052,0.0098488,CHL_3,1987
9,0.10048,0.011689,CHL_3,1987
10,0.11006,0.013452,CHL_3,1987
11,0.12034,0.015426,CHL_3,1987
12,0.13004,0.017367,CHL_3,1987
13,0.14002,0.019435,CHL_3,1987
14,0.15004,0.021582,CHL_3,1987
15,0.16007,0.0238,CHL_3,1987
16,0.17003,0.026084,CHL_3,1987
17,0.18001,0.028455,CHL_3,1987
18,0.19002,0.030918,CHL_3,1987
19,0.20002,0.033443,CHL_3,1987
20,0.21042,0.036144,CHL_3,1987
21,0.22,0.038702,CHL_3,1987
22,0.23001,0.041453,CHL_3,1987
23,0.24004,0.044284,CHL_3,1987
24,0.25007,0.04718,CHL_3,1987
25,0.26006,0.050158,CHL_3,1987
26,0.27001,0.053204,CHL_3,1987
27,0.28001,0.056341,CHL_3,1987
28,0.29002,0.059568,CHL_3,1987
29,0.30001,0.062866,CHL_3,1987
30,0.31005,0.066261,CHL_3,1987
31,0.32041,0.069849,CHL_3,1987
32,0.33006,0.073254,CHL_3,1987
33,0.34001,0.076855,CHL_3,1987
34,0.35001,0.080567,CHL_3,1987
35,0.36004,0.084384,CHL_3,1987
36,0.37011,0.088308,CHL_3,1987
37,0.38002,0.092249,CHL_3,1987
38,0.39009,0.096347,CHL_3,1987
39,0.4001,0.10051,CHL_3,1987
40,0.41,0.10471,CHL_3,1987
41,0.42006,0.10909,CHL_3,1987
42,0.43004,0.11353,CHL_3,1987
43,0.44003,0.11808,CHL_3,1987
44,0.45001,0.12271,CHL_3,1987
45,0.46001,0.12748,CHL_3,1987
46,0.47002,0.13233,CHL_3,1987
47,0.48003,0.13729,CHL_3,1987
48,0.49001,0.14236,CHL_3,1987
49,0.50008,0.14757,CHL_3,1987
50,0.51004,0.15285,CHL_3,1987
51,0.52003,0.15827,CHL_3,1987
52,0.53008,0.16385,CHL_3,1987
53,0.54001,0.16951,CHL_3,1987
54,0.55001,0.17535,CHL_3,1987
55,0.56001,0.18132,CHL_3,1987
56,0.57004,0.18743,CHL_3,1987
57,0.58006,0.19369,CHL_3,1987
58,0.59002,0.20009,CHL_3,1987
59,0.6,0.20666,CHL_3,1987
60,0.61009,0.21345,CHL_3,1987
61,0.62001,0.22029,CHL_3,1987
62,0.63015,0.22747,CHL_3,1987
63,0.64008,0.23469,CHL_3,1987
64,0.65003,0.24212,CHL_3,1987
65,0.66009,0.24988,CHL_3,1987
66,0.67001,0.25773,CHL_3,1987
67,0.68001,0.26585,CHL_3,1987
68,0.69003,0.27422,CHL_3,1987
69,0.70007,0.2829,CHL_3,1987
70,0.71005,0.29178,CHL_3,1987
71,0.72001,0.3009,CHL_3,1987
72,0.73005,0.31039,CHL_3,1987
73,0.74003,0.32014,CHL_3,1987
74,0.75004,0.33019,CHL_3,1987
75,0.76001,0.34057,CHL_3,1987
76,0.77002,0.35136,CHL_3,1987
77,0.78004,0.3625,CHL_3,1987
78,0.79002,0.37405,CHL_3,1987
79,0.80004,0.38606,CHL_3,1987
80,0.81002,0.39852,CHL_3,1987
81,0.82004,0.41162,CHL_3,1987
82,0.83001,0.42522,CHL_3,1987
83,0.84006,0.43962,CHL_3,1987
84,0.8501,0.45479,CHL_3,1987
85,0.86001,0.47073,CHL_3,1987
86,0.87006,0.48797,CHL_3,1987
87,0.88001,0.50606,CHL_3,1987
88,0.89015,0.52569,CHL_3,1987
89,0.90001,0.5461,CHL_3,1987
90,0.91,0.56852,CHL_3,1987
91,0.92003,0.59285,CHL_3,1987
92,0.93017,0.61956,CHL_3,1987
93,0.94002,0.64842,CHL_3,1987
94,0.95019,0.68155,CHL_3,1987
95,0.96002,0.71753,CHL_3,1987
96,0.97008,0.76025,CHL_3,1987
97,0.98011,0.81094,CHL_3,1987
98,0.99001,0.87444,CHL_3,1987
99,1,1,CHL_3,1987
0,0.010016,0.00016788,CHL_3,1990
1,0.020013,0.00079127,CHL_3,1990
2,0.03012,0.0017165,CHL_3,1990
3,0.040002,0.0028075,CHL_3,1990
4,0.050058,0.0040636,CHL_3,1990
5,0.060059,0.0054231,CHL_3,1990
6,0.070002,0.0068829,CHL_3,1990
7,0.080477,0.008522,CHL_3,1990
8,0.090051,0.010113,CHL_3,1990
9,0.10004,0.011863,CHL_3,1990
10,0.11023,0.013727,CHL_3,1990
11,0.12001,0.015595,CHL_3,1990
12,0.13004,0.017594,CHL_3,1990
13,0.14005,0.019662,CHL_3,1990
14,0.15001,0.021794,CHL_3,1990
15,0.16001,0.024005,CHL_3,1990
16,0.17006,0.026306,CHL_3,1990
17,0.18003,0.02865,CHL_3,1990
18,0.1901,0.03109,CHL_3,1990
19,0.20028,0.033623,CHL_3,1990
20,0.21007,0.036141,CHL_3,1990
21,0.22015,0.038811,CHL_3,1990
22,0.2301,0.041508,CHL_3,1990
23,0.24001,0.044267,CHL_3,1990
24,0.25001,0.047119,CHL_3,1990
25,0.26,0.050042,CHL_3,1990
26,0.27,0.05304,CHL_3,1990
27,0.28005,0.056137,CHL_3,1990
28,0.29005,0.059288,CHL_3,1990
29,0.3,0.062495,CHL_3,1990
30,0.31037,0.065922,CHL_3,1990
31,0.32004,0.069199,CHL_3,1990
32,0.33001,0.07267,CHL_3,1990
33,0.34,0.076217,CHL_3,1990
34,0.35004,0.079864,CHL_3,1990
35,0.36002,0.083567,CHL_3,1990
36,0.37005,0.087376,CHL_3,1990
37,0.38005,0.091252,CHL_3,1990
38,0.39007,0.095228,CHL_3,1990
39,0.40003,0.099254,CHL_3,1990
40,0.41001,0.10337,CHL_3,1990
41,0.42001,0.10759,CHL_3,1990
42,0.43,0.11189,CHL_3,1990
43,0.44026,0.11642,CHL_3,1990
44,0.45001,0.12081,CHL_3,1990
45,0.46002,0.12543,CHL_3,1990
46,0.47002,0.13016,CHL_3,1990
47,0.48012,0.13503,CHL_3,1990
48,0.49001,0.13991,CHL_3,1990
49,0.50002,0.14497,CHL_3,1990
50,0.5101,0.15018,CHL_3,1990
51,0.52002,0.15543,CHL_3,1990
52,0.53002,0.16084,CHL_3,1990
53,0.54013,0.16643,CHL_3,1990
54,0.55007,0.17205,CHL_3,1990
55,0.56015,0.1779,CHL_3,1990
56,0.57004,0.18378,CHL_3,1990
57,0.58016,0.18993,CHL_3,1990
58,0.59001,0.19605,CHL_3,1990
59,0.60018,0.20253,CHL_3,1990
60,0.61012,0.20901,CHL_3,1990
61,0.62002,0.21564,CHL_3,1990
62,0.63022,0.22266,CHL_3,1990
63,0.64,0.22954,CHL_3,1990
64,0.65001,0.23678,CHL_3,1990
65,0.66006,0.24428,CHL_3,1990
66,0.67001,0.25191,CHL_3,1990
67,0.68004,0.25982,CHL_3,1990
68,0.69003,0.26791,CHL_3,1990
69,0.70001,0.27621,CHL_3,1990
70,0.71003,0.28481,CHL_3,1990
71,0.72002,0.29363,CHL_3,1990
72,0.73003,0.30273,CHL_3,1990
73,0.74007,0.31212,CHL_3,1990
74,0.75017,0.32187,CHL_3,1990
75,0.76,0.33169,CHL_3,1990
76,0.77,0.34203,CHL_3,1990
77,0.78001,0.35274,CHL_3,1990
78,0.79003,0.36387,CHL_3,1990
79,0.80001,0.3754,CHL_3,1990
80,0.81001,0.38746,CHL_3,1990
81,0.82003,0.40006,CHL_3,1990
82,0.83001,0.41326,CHL_3,1990
83,0.84,0.42716,CHL_3,1990
84,0.85001,0.44179,CHL_3,1990
85,0.86004,0.45723,CHL_3,1990
86,0.87012,0.47372,CHL_3,1990
87,0.88002,0.49095,CHL_3,1990
88,0.89001,0.50952,CHL_3,1990
89,0.90002,0.52953,CHL_3,1990
90,0.91005,0.55123,CHL_3,1990
91,0.92002,0.57479,CHL_3,1990
92,0.93009,0.60094,CHL_3,1990
93,0.94,0.62917,CHL_3,1990
94,0.95002,0.66088,CHL_3,1990
95,0.96001,0.69683,CHL_3,1990
96,0.97009,0.73948,CHL_3,1990
97,0.98,0.78888,CHL_3,1990
98,0.99002,0.85428,CHL_3,1990
99,1,1,CHL_3,1990
0,0.010007,0.00034541,CHL_3,1992
1,0.020007,0.0012616,CHL_3,1992
2,0.030006,0.0024426,CHL_3,1992
3,0.040031,0.0038026,CHL_3,1992
4,0.050003,0.0052921,CHL_3,1992
5,0.060013,0.0069075,CHL_3,1992
6,0.070053,0.0086235,CHL_3,1992
7,0.080042,0.010431,CHL_3,1992
8,0.090143,0.01235,CHL_3,1992
9,0.10002,0.014314,CHL_3,1992
10,0.11,0.01638,CHL_3,1992
11,0.12002,0.018528,CHL_3,1992
12,0.13024,0.020796,CHL_3,1992
13,0.14003,0.023041,CHL_3,1992
14,0.15003,0.025416,CHL_3,1992
15,0.16001,0.027872,CHL_3,1992
16,0.17012,0.030443,CHL_3,1992
17,0.18003,0.033037,CHL_3,1992
18,0.19003,0.035723,CHL_3,1992
19,0.20001,0.038486,CHL_3,1992
20,0.21004,0.041347,CHL_3,1992
21,0.22008,0.044283,CHL_3,1992
22,0.23004,0.047281,CHL_3,1992
23,0.24003,0.05036,CHL_3,1992
24,0.25005,0.053522,CHL_3,1992
25,0.26005,0.056756,CHL_3,1992
26,0.27002,0.060055,CHL_3,1992
27,0.28001,0.063431,CHL_3,1992
28,0.29001,0.066887,CHL_3,1992
29,0.30002,0.070408,CHL_3,1992
30,0.31001,0.073995,CHL_3,1992
31,0.32006,0.077692,CHL_3,1992
32,0.33005,0.08146,CHL_3,1992
33,0.34007,0.085317,CHL_3,1992
34,0.35004,0.089237,CHL_3,1992
35,0.36006,0.09326,CHL_3,1992
36,0.37002,0.097342,CHL_3,1992
37,0.38,0.10152,CHL_3,1992
38,0.39007,0.10582,CHL_3,1992
39,0.40001,0.11016,CHL_3,1992
40,0.41003,0.11463,CHL_3,1992
41,0.42009,0.11921,CHL_3,1992
42,0.43007,0.12383,CHL_3,1992
43,0.44002,0.12854,CHL_3,1992
44,0.45004,0.13339,CHL_3,1992
45,0.4601,0.13837,CHL_3,1992
46,0.47001,0.14337,CHL_3,1992
47,0.48002,0.14851,CHL_3,1992
48,0.49001,0.15373,CHL_3,1992
49,0.50005,0.1591,CHL_3,1992
50,0.51003,0.16456,CHL_3,1992
51,0.52003,0.17015,CHL_3,1992
52,0.53,0.17587,CHL_3,1992
53,0.54003,0.18175,CHL_3,1992
54,0.55005,0.18778,CHL_3,1992
55,0.56003,0.19392,CHL_3,1992
56,0.57,0.2002,CHL_3,1992
57,0.58011,0.2067,CHL_3,1992
58,0.59003,0.21324,CHL_3,1992
59,0.60002,0.21997,CHL_3,1992
60,0.61002,0.22686,CHL_3,1992
61,0.62001,0.23393,CHL_3,1992
62,0.63002,0.24117,CHL_3,1992
63,0.64002,0.24858,CHL_3,1992
64,0.65002,0.25616,CHL_3,1992
65,0.66003,0.26394,CHL_3,1992
66,0.67006,0.27195,CHL_3,1992
67,0.68009,0.28016,CHL_3,1992
68,0.69003,0.28854,CHL_3,1992
69,0.70003,0.2972,CHL_3,1992
70,0.71,0.30606,CHL_3,1992
71,0.72001,0.31518,CHL_3,1992
72,0.73002,0.32454,CHL_3,1992
73,0.74006,0.3342,CHL_3,1992
74,0.75,0.34406,CHL_3,1992
75,0.76002,0.35428,CHL_3,1992
76,0.77003,0.3648,CHL_3,1992
77,0.78002,0.37565,CHL_3,1992
78,0.79002,0.38694,CHL_3,1992
79,0.80002,0.39864,CHL_3,1992
80,0.81004,0.41078,CHL_3,1992
81,0.82,0.42328,CHL_3,1992
82,0.83003,0.43638,CHL_3,1992
83,0.84001,0.44997,CHL_3,1992
84,0.85007,0.46432,CHL_3,1992
85,0.86005,0.47916,CHL_3,1992
86,0.87002,0.49479,CHL_3,1992
87,0.88014,0.51161,CHL_3,1992
88,0.89001,0.52912,CHL_3,1992
89,0.90007,0.54817,CHL_3,1992
90,0.91,0.56818,CHL_3,1992
91,0.92,0.58982,CHL_3,1992
92,0.93002,0.61349,CHL_3,1992
93,0.94002,0.63975,CHL_3,1992
94,0.95003,0.66925,CHL_3,1992
95,0.96015,0.70316,CHL_3,1992
96,0.97001,0.74207,CHL_3,1992
97,0.98003,0.79118,CHL_3,1992
98,0.99002,0.85883,CHL_3,1992
99,1,1,CHL_3,1992
0,0.010006,0.00016441,CHL_3,1994
1,0.02004,0.00082688,CHL_3,1994
2,0.030039,0.0017898,CHL_3,1994
3,0.04001,0.0029409,CHL_3,1994
4,0.050086,0.0042468,CHL_3,1994
5,0.060071,0.0056505,CHL_3,1994
6,0.07001,0.0071561,CHL_3,1994
7,0.080035,0.0087797,CHL_3,1994
8,0.090041,0.010497,CHL_3,1994
9,0.10001,0.012292,CHL_3,1994
10,0.11004,0.014182,CHL_3,1994
11,0.12001,0.016143,CHL_3,1994
12,0.13007,0.018201,CHL_3,1994
13,0.14001,0.020313,CHL_3,1994
14,0.1501,0.022528,CHL_3,1994
15,0.16003,0.024781,CHL_3,1994
16,0.17001,0.027122,CHL_3,1994
17,0.18016,0.029575,CHL_3,1994
18,0.19003,0.032039,CHL_3,1994
19,0.20004,0.034608,CHL_3,1994
20,0.21001,0.037238,CHL_3,1994
21,0.22003,0.039956,CHL_3,1994
22,0.2303,0.042825,CHL_3,1994
23,0.24,0.045601,CHL_3,1994
24,0.25011,0.04857,CHL_3,1994
25,0.26006,0.051569,CHL_3,1994
26,0.27013,0.054678,CHL_3,1994
27,0.28,0.057795,CHL_3,1994
28,0.29001,0.061025,CHL_3,1994
29,0.30001,0.064333,CHL_3,1994
30,0.31001,0.067722,CHL_3,1994
31,0.32,0.071185,CHL_3,1994
32,0.33002,0.074734,CHL_3,1994
33,0.34006,0.078369,CHL_3,1994
34,0.35002,0.082059,CHL_3,1994
35,0.36001,0.085841,CHL_3,1994
36,0.37002,0.089718,CHL_3,1994
37,0.38032,0.093803,CHL_3,1994
38,0.39001,0.097737,CHL_3,1994
39,0.40001,0.10189,CHL_3,1994
40,0.41003,0.10615,CHL_3,1994
41,0.42001,0.1105,CHL_3,1994
42,0.43002,0.11494,CHL_3,1994
43,0.44001,0.11947,CHL_3,1994
44,0.45009,0.12413,CHL_3,1994
45,0.46005,0.12885,CHL_3,1994
46,0.47001,0.13367,CHL_3,1994
47,0.48019,0.13872,CHL_3,1994
48,0.49004,0.14372,CHL_3,1994
49,0.5,0.14888,CHL_3,1994
50,0.51004,0.15419,CHL_3,1994
51,0.52001,0.15959,CHL_3,1994
52,0.53002,0.16517,CHL_3,1994
53,0.54003,0.17085,CHL_3,1994
54,0.55001,0.17666,CHL_3,1994
55,0.56001,0.18259,CHL_3,1994
56,0.57001,0.18866,CHL_3,1994
57,0.58002,0.19488,CHL_3,1994
58,0.59007,0.20128,CHL_3,1994
59,0.60004,0.20778,CHL_3,1994
60,0.61009,0.21452,CHL_3,1994
61,0.62012,0.22139,CHL_3,1994
62,0.63021,0.22847,CHL_3,1994
63,0.64001,0.2355,CHL_3,1994
64,0.65003,0.24288,CHL_3,1994
65,0.66002,0.25044,CHL_3,1994
66,0.67001,0.25824,CHL_3,1994
67,0.68003,0.26629,CHL_3,1994
68,0.69003,0.27455,CHL_3,1994
69,0.70003,0.28307,CHL_3,1994
70,0.71,0.29177,CHL_3,1994
71,0.72003,0.30079,CHL_3,1994
72,0.73002,0.31005,CHL_3,1994
73,0.74,0.31962,CHL_3,1994
74,0.75007,0.3296,CHL_3,1994
75,0.76001,0.33983,CHL_3,1994
76,0.77,0.3505,CHL_3,1994
77,0.78025,0.36184,CHL_3,1994
78,0.79001,0.37308,CHL_3,1994
79,0.80004,0.38508,CHL_3,1994
80,0.81,0.39749,CHL_3,1994
81,0.82005,0.41047,CHL_3,1994
82,0.83001,0.4239,CHL_3,1994
83,0.84023,0.43834,CHL_3,1994
84,0.85003,0.45285,CHL_3,1994
85,0.86027,0.4689,CHL_3,1994
86,0.87006,0.48511,CHL_3,1994
87,0.88003,0.50255,CHL_3,1994
88,0.89015,0.52139,CHL_3,1994
89,0.90005,0.54104,CHL_3,1994
90,0.91001,0.56194,CHL_3,1994
91,0.92001,0.58433,CHL_3,1994
92,0.93,0.60907,CHL_3,1994
93,0.94008,0.63641,CHL_3,1994
94,0.95007,0.66642,CHL_3,1994
95,0.96,0.69976,CHL_3,1994
96,0.97002,0.73857,CHL_3,1994
97,0.98015,0.78596,CHL_3,1994
98,0.99004,0.84834,CHL_3,1994
99,1,1,CHL_3,1994
0,0.010037,0.00032826,CHL_3,1996
1,0.020031,0.0011373,CHL_3,1996
2,0.03,0.0022029,CHL_3,1996
3,0.040001,0.0034558,CHL_3,1996
4,0.05005,0.0048621,CHL_3,1996
5,0.060035,0.0063695,CHL_3,1996
6,0.070077,0.0079853,CHL_3,1996
7,0.080028,0.009676,CHL_3,1996
8,0.090001,0.011455,CHL_3,1996
9,0.10037,0.013395,CHL_3,1996
10,0.11014,0.015302,CHL_3,1996
11,0.12023,0.017346,CHL_3,1996
12,0.13003,0.019409,CHL_3,1996
13,0.14003,0.021595,CHL_3,1996
14,0.15004,0.023863,CHL_3,1996
15,0.16002,0.026214,CHL_3,1996
16,0.17002,0.028658,CHL_3,1996
17,0.18002,0.031184,CHL_3,1996
18,0.19005,0.033807,CHL_3,1996
